,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
718,17241721,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,310 m²,400 m²,6+2,16-20,Bahçe Dublex,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,160.000TL, Başakşehir - Başak Mahallesi,https://www.emlakjet.com//ilan/basaksehir-de-sular-vadisine-2-dk-ticari-ve-hususi-kiralik-62-17241721/,,1261,1,,,,,,,
719,17241673,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,11-15,Bodrum Kat,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,18.500TL, Kağıthane - Nurtepe Mahallesi,https://www.emlakjet.com//ilan/mct-den-asik-veysel-ilkokulu-karsisinda-kiralik-21-bodrum-17241673/,Boş,,,,,,,,,
720,17241189,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,0 TL,Kat Mülkiyeti,Hayır,21000 TL,Yok,1,Var,1,Genel Fiyat,21.000TL, Çekmeköy - Soğukpınar Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-sogukpinar-mah-kiralik-21-85m2-daire-caddeye-yakin-17241189/,Boş,280,20,1,Açık Balkon,Evet,,,,
721,17241147,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,0 TL,Hisseli Tapu,Hayır,25000 TL,,1,Var,1,Birim Fiyat,24.000TL, Esenler - Turgut Reis Mahallesi,https://www.emlakjet.com//ilan/esenler-turgutreisde-31-bakimli-kiralik-daire-17241147/,Boş,770,25,1,Açık Balkon,,,,,
722,17241135,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,4,5.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,,1,,,Genel Fiyat,25.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/pendik-dogatoria-sitesi-nde-full-site-ozellikli-11-kiralik-17241135/,,7215,6,,,,,,,
723,17241081,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,21.000TL, Maltepe - Fındıklı Mahallesi,https://www.emlakjet.com//ilan/maltepe-findiklida-11-bahce-kati-kiralik-dairemiz-17241081/,,15491,27,,,,,,,
724,17240903,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,4,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,19.000TL, Çekmeköy - Hamidiye Mahallesi,https://www.emlakjet.com//ilan/handan-karasu-gyd-den-cekmekoy-hamidiye-mahallesinde-kiralik-17240903/,Boş,,,,,,,,,
725,17240896,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,150 m²,160 m²,4+2,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,3,,,Genel Fiyat,72.000TL, Eyüpsultan - Göktürk Merkez Mahallesi,https://www.emlakjet.com//ilan/handan-karasu-gyd-den-istanbul-gokturk-te-kiralik-42-dubleks-17240896/,Boş,,,,,,,,,
726,17240889,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,27.000TL, Tuzla - İstasyon Mahallesi,https://www.emlakjet.com//ilan/global-den-esyali-guzel-lokasyonda-temiz-kullanisli-yeni-daire-17240889/,Eşyalı,,,,,,,,,
727,17240881,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Kağıthane - Sultan Selim Mahallesi,https://www.emlakjet.com//ilan/ogrenciye-bekara-yabanciya-uygun-kiralik-daire-17240881/,,,,,,,,,,
728,17240840,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,105 m²,2+1,3,17.Kat,22,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,33.000TL, Kartal - Gümüşpınar Mahallesi,https://www.emlakjet.com//ilan/soganlik-denge-towers-kiralik-21-daire-17240840/,Boş,,,,,,,,,
729,17240838,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,110 m²,2+1,4,9.Kat,24,Merkezi (Pay Ölçer),Boş,,,,Müstakil Tapulu,Evet,,Yok,1,,,Genel Fiyat,48.000TL, Kadıköy - Fikirtepe Mahallesi,https://www.emlakjet.com//ilan/evim-park-porjesinde-21-kiralik-daire-48-000-tl-17240838/,Boş,,,,,,,,,
730,17240751,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,23.000TL, Gaziosmanpaşa - Merkez Mahallesi,https://www.emlakjet.com//ilan/ebattan-merkez-mah-21-90m2-ara-kat-esyali-kiralik-daire-17240751/,Eşyalı,,,,,,,,,
731,17240686,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,35.000TL, Büyükçekmece - Mimaroba Mahallesi,https://www.emlakjet.com//ilan/candemirden-s-oba-da-defne-1-sit-kiralik-31-full-yapili-daire-17240686/,Boş,,,,,,,,,
732,17240653,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,13.900TL, Fatih - Hırka,https://www.emlakjet.com//ilan/kaymakamlik-arkasi-kiralik-1-51-daire-17240653/,Boş,,,,,,,,,
733,17240568,29 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,17000 TL,,1,Var,1,Genel Fiyat,17.000TL, Bahçelievler - Fevzi Çakmak Mahallesi,https://www.emlakjet.com//ilan/yenibosna-fevzi-cakmak-mah-kiralik-21-daire-17240568/,Boş,,,1,,,,,,
734,17240553,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,125 m²,135 m²,2+1,5-10,8.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,27.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istabul-cblok-135m2-21-havuz-cephe-kiralik-ofis-homeofis-17240553/,Boş,,,,,,,,,
735,17240551,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,90 m²,1+1,5-10,5.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,20.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istanbul-c-blok-90m2-esyali-11-kiralik-daire-home-ofis-17240551/,Eşyalı,,,,,,,,,
736,17240547,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,26.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,24.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istanbul-yuksek-kat-120-m2-manzarali-kiralik-21-daire-17240547/,Boş,,,,,,,,,
737,17240544,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,73 m²,83 m²,1+1,5-10,5.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,21.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istanbul-a-blok-83m2-11-full-esyali-kiralik-daire-17240544/,Eşyalı,,,,,,,,,
738,17240540,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,8.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,17.500TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istanbul-b-blok-11-full-esyali-kiralik-daire-17240540/,Eşyalı,,,,,,,,,
739,17240536,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,30 m²,40 m²,Stüdyo,5-10,5.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,15.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/sembol-istanbul-b-blok-5-kat-40-m2-esyali-kiralik-studyo-17240536/,Eşyalı,,,,,,,,,
740,17240397,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat İrtifakı,Hayır,25000 TL,,1,Var,2,Genel Fiyat,25.000TL, Maltepe - Bağlarbaşı Mahallesi,https://www.emlakjet.com//ilan/maltepe-merkezde-31-17240397/,Boş,16571,14,,,,,,,
741,17240306,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+2,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,Yok,,,Genel Fiyat,42.000TL, Avcılar - Merkez Mahallesi,https://www.emlakjet.com//ilan/merkez-mahallesi-karakol-karsisi-sifir-kiralik-dublex-daire-17240306/,Boş,,,,,,,,,
742,17240305,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,30.000TL, Avcılar - Merkez Mahallesi,https://www.emlakjet.com//ilan/merkez-mahallesi-karakol-karsisi-kiralik-daire-17240305/,Boş,,,,,,,,,
743,17240219,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,127 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),7,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Şişli - Eskişehir Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-daire-eskisehir-mah-kurtulus-sisli-istanbul-17240219/,Boş,,,,,,,,,
744,17240191,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Sancaktepe - İnönü Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-de-31-genis-daire-arayanlara-17240191/,Boş,,,,,,,,,
745,17239992,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,4.Kat,4,Merkezi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/yeditepe-uni-cok-yakin-faturalar-dahil-luks-esyali-11-daire-17239992/,Boş,,,,,,,,,
746,17239852,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,26.000TL, Tuzla - Postane Mahallesi,https://www.emlakjet.com//ilan/postane-mahallesi-nde-site-icerisinde-esyali-kiralik-2-1-17239852/,Eşyalı,,,,,,,,,
747,17239836,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,8.Kat,10,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,25.500TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/pendik-dogatoria-da-balkonlu-cok-kullanisli-21-kiralik-daire-17239836/,Boş,,,,,,,,,
748,17239816,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Sultangazi - 75. Yıl Mahallesi,https://www.emlakjet.com//ilan/hakaydin-2-den-75yil-mah-temiz-90m-21-kiralik-bahce-kati-daire-17239816/,Boş,,,,,,,,,
749,17239807,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,4,2.Kat,7,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,30.000TL, Silivri - Yeni Mahallesi,https://www.emlakjet.com//ilan/mege-den-dream-of-silivri-sitesinde-kiralik-21-daire-17239807/,Boş,,,,,,,,,
750,17239800,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,86 m²,2+1,5-10,8.Kat,11,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,24.500TL, Büyükçekmece - Pınartepe Mahallesi,https://www.emlakjet.com//ilan/buyukcekmece-pinartepe-mah-deniz-manzarali-21-kiralik-bos-daire-17239800/,Boş,,,,,,,,,
751,17239763,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,102 m²,2+1,5-10,18.Kat,27,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,20.000TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/innovia2-kiralik-esyali-21-daire-17239763/,Eşyalı,,,,,,,,,
752,17239762,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,8.Kat,27,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,22.000TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/otto34-den-innovia-3-de-en-guzel-konum-h-blok-ta-21-temiz-daire-17239762/,Boş,,,,,,,,,
753,17239716,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,35 m²,55 m²,Stüdyo,3,7.Kat,24,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Kadıköy - Fikirtepe Mahallesi,https://www.emlakjet.com//ilan/fikirtepe-fortis-sinanli-da-kiralik-daire-17239716/,Boş,,,,,,,,,
754,17239631,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,5-10,4.Kat,9,Yerden Isıtma,Kiracı Oturuyor,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,26.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/viaport-karsisi-parklife-sitesinde-kiralik-esyali-11-daire-17239631/,Eşyalı,,,,,,,,,
755,17239477,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,3,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,28.000TL, Küçükçekmece - Yeşilova Mahallesi,https://www.emlakjet.com//ilan/yesilova-mah-kiralik-21-luks-yeni-bina-metrobuse-cok-yakin-17239477/,Boş,,,,,,,,,
756,17239317,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,140 m²,186 m²,3+1,5-10,5.Kat,12,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,57.500TL, Sancaktepe - Abdurrahmangazi Mahallesi,https://www.emlakjet.com//ilan/evsell-sancaktepe-evre-gedizler-186-m2-genis-tip-kiralik-31-bos-17239317/,Boş,,,,,,,,,
757,17239314,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,Stüdyo,5-10,7.Kat,11,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,22.000TL, Sancaktepe - Abdurrahmangazi Mahallesi,https://www.emlakjet.com//ilan/evsell-den-sinpas-egeboyu-nda-ticari-blokta-firsat-10-daire-17239314/,Boş,,,,,,,,,
758,17239268,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,4,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,14.000TL, Sultangazi - Habibler Mahallesi,https://www.emlakjet.com//ilan/hicret-den-habipler-mh-kiralik-11-75m-4-yillik-giris-kat-daire-17239268/,Boş,,,,,,,,,
759,17239247,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,2,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-kavakli-da-sifir-21-kiralik-daire-17239247/,Boş,,,,,,,,,
760,17239209,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,2.050.000TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/avcilar-gumuspalada-satilik-sifir-yuksek-giris-17239209/,,,,,,,,,,
761,17239138,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,3,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,60.000TL, Kadıköy - Koşuyolu Mahallesi,https://www.emlakjet.com//ilan/turyap-tan-kadikoy-kosuyolu-site-icerisinde-kiralik-31-daire-17239138/,Boş,,,,,,,,,
762,17239135,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,40.000TL, Ümraniye - Esenevler Mahallesi,https://www.emlakjet.com//ilan/yunusemre-caddesine-yakin-ferah-ara-kat-daire-17239135/,Boş,,,,,,,,,
763,17239111,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,40.000TL, Ümraniye - Çakmak Mahallesi,https://www.emlakjet.com//ilan/cakmak-mah-cadde-ustu-otoparkli-ultra-luks-21-esyali-kiralik-d-17239111/,Eşyalı,,,,,,,,,
764,17238850,28 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,41 m²,50 m²,Stüdyo,5-10,11.Kat,12,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,20.000TL, Tuzla - Aydıntepe Mahallesi,https://www.emlakjet.com//ilan/evora-istanbul-tuzla-kiralik-ful-esyali-studyo-daire-17238850/,Eşyalı,,,,,,,,,
765,17238842,28 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,28.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/sirinevlerde-31-esyali-20-yillik-kiralik-daire-17238842/,Eşyalı,,,,,,,,,
766,17238828,28 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,26.000TL, Ataşehir - Kayışdağı Mahallesi,https://www.emlakjet.com//ilan/yeditepe-universitesi-yakininda-esyali-21-kiralik-daire-net65m2-17238828/,Eşyalı,,,,,,,,,
767,17238778,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,330 m²,360 m²,1 Oda,21 Ve Üzeri,Kot 1 (-1).Kat,4,Kombi Doğalgaz,Boş,İkinci El,,0 TL,Arsa Tapulu,Hayır,225000 TL,,1,,1,Genel Fiyat,145.000TL, Ümraniye - Atatürk Mahallesi,https://www.emlakjet.com//ilan/umraniye-merkezde-vatan-bilgisayar-ptt-karsi-saadet-partsinin-oldugu-bina-1-kat-17238778/,,511,120,,,,,,,
768,17238761,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,300 TL,Arsa Tapulu,Hayır,20000 TL,Yok,1,,,Genel Fiyat,17.500TL, Avcılar - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com//ilan/avcilar-e5-e-yakin-21-kombili-balkonlu-bahcekati-17238761/,,,6995,,,,,,,
769,17238636,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,33 m²,41 m²,Stüdyo,0 (Yeni),2.Kat,7,VRV,Boş,Sıfır,Betonarme,3494 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,12.000TL, Esenyurt - Ardıçlı Mahallesi,https://www.emlakjet.com//ilan/esenyurt-meydan-ardicli-ozyurtlar-10-esyasiz-kiralik-sifir-daire-17238636/,,,,,,,,,,
770,17238607,28 Nisan 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,30000 TL,,1,Var,1,Genel Fiyat,30.000TL, Kadıköy - Rasimpaşa Mahallesi,https://www.emlakjet.com//ilan/kadikoy-merkezde-rihtima-cok-yakin-kendine-ait-bahce-kullanimli-temiz-daire-17238607/,,997,15,1,Açık Balkon,,,,,
771,17238538,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,85 m²,100 m²,3+1,0 (Yeni),5.Kat,15,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,95.000TL, Kadıköy - Caddebostan Mahallesi,https://www.emlakjet.com//ilan/semt-emlaktan-caddebostan-da-sifir-binada-kiralik-daire-17238538/,Boş,,,,,,,,,
772,17238534,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,130 m²,177 m²,3+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,,,,Tapu Kaydı Yok,Evet,,Yok,2,,,Genel Fiyat,60.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/vadi-evleri-1-etap-177m2-kiralik-31-terasli-daire-60-000tl-17238534/,Boş,,,,,,,,,
773,17238533,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,4,Bahçe Katı,13,Merkezi (Pay Ölçer),Boş,,,,Tapu Kaydı Yok,Evet,,Yok,1,,,Genel Fiyat,17.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/bahcekent-emlak-konutlari-70m2-kiralik-11-daire-17-000-tl-17238533/,Boş,,,,,,,,,
774,17238531,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,26.500TL, Üsküdar - Salacak Mahallesi,https://www.emlakjet.com//ilan/uskudar-salacak-ta-serifbey-cesme-sokakta-21-65-m2-net-17238531/,Boş,,,,,,,,,
775,17238414,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,1,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,32.000TL, Kartal - Atalar Mahallesi,https://www.emlakjet.com//ilan/kartal-atalarda-full-esyali-kiralik-daire-17238414/,Eşyalı,,,,,,,,,
776,17238405,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,21 Ve Üzeri,4.Kat,8,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,1750 TL,Kat Mülkiyeti,Hayır,25000 TL,Yok,1,,,Genel Fiyat,21.000TL, Beylikdüzü - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-bizimkent-sitesinde-65m2ara-on-daire-11-17238405/,,194,1,,,,,,,
777,17238380,28 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,55 m²,70 m²,2+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,14.000TL, Eyüpsultan - Karadolap Mahallesi,https://www.emlakjet.com//ilan/feyzev-den-eyupsultan-karadolap-vialand-avm-yakini-bekara-21-17238380/,Boş,,,,,,,,,
778,17238348,28 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,,1500 TL,Kat İrtifakı,Hayır,69000 TL,,2,Var,2,Genel Fiyat,69.000TL, Bakırköy - Şenlikköy Mahallesi,https://www.emlakjet.com//ilan/florya-senlikkoy-de-villa-camli-yayla-41-kiralik-daire-17238348/,Boş,292,100,3,,Hayır,,,,
